Learning Rate,Activation,Units per Layer,Hidden Layers,Epochs,Batch Size,Accuracy
0.001,sigmoid,128,2,10,64,0.682648401826484
0.001,sigmoid,128,2,30,64,0.7671232876712328
0.001,sigmoid,128,2,50,64,0.8013698630136986
0.001,sigmoid,128,2,70,64,0.8082191780821918
0.01,sigmoid,128,2,10,16,0.8356164383561644
0.01,sigmoid,128,2,30,16,0.8515981735159818
0.01,sigmoid,128,2,50,16,0.860730593607306
0.01,sigmoid,128,2,70,16,0.863013698630137
0.01,sigmoid,128,2,10,32,0.8401826484018264
0.01,sigmoid,128,2,30,32,0.8493150684931506
0.01,sigmoid,128,2,50,32,0.8470319634703196
0.01,sigmoid,128,2,70,32,0.8515981735159818
0.01,sigmoid,128,2,10,64,0.8105022831050228
0.01,sigmoid,128,2,30,64,0.8310502283105022
0.01,sigmoid,128,2,50,64,0.8310502283105022
0.01,sigmoid,128,2,70,64,0.819634703196347
0.1,sigmoid,128,2,10,16,0.5205479452054794
0.1,sigmoid,128,2,30,16,0.7009132420091324
0.1,sigmoid,128,2,50,16,0.7420091324200914
0.1,sigmoid,128,2,70,16,0.5091324200913242
0.1,sigmoid,128,2,10,32,0.4474885844748858
0.1,sigmoid,128,2,30,32,0.7054794520547946
0.1,sigmoid,128,2,50,32,0.7328767123287672
0.1,sigmoid,128,2,70,32,0.7785388127853882
0.1,sigmoid,128,2,10,64,0.0
0.1,sigmoid,128,2,30,64,0.228310502283105
0.1,sigmoid,128,2,50,64,0.7557077625570776
0.1,sigmoid,128,2,70,64,0.6757990867579908
0.001,tanh,128,2,10,16,0.8082191780821918
0.001,tanh,128,2,30,16,0.7853881278538812
0.001,tanh,128,2,50,16,0.7831050228310502
0.001,tanh,128,2,70,16,0.8013698630136986
0.001,tanh,128,2,10,32,0.7899543378995434
0.001,tanh,128,2,30,32,0.7853881278538812
0.001,tanh,128,2,50,32,0.7808219178082192
0.001,tanh,128,2,70,32,0.8082191780821918
0.001,tanh,128,2,10,64,0.7557077625570776
0.001,tanh,128,2,30,64,0.7808219178082192
0.001,tanh,128,2,50,64,0.7785388127853882
0.001,tanh,128,2,70,64,0.7922374429223744
0.01,tanh,128,2,10,16,0.8082191780821918
0.01,tanh,128,2,30,16,0.8378995433789954
0.01,tanh,128,2,50,16,0.8242009132420092
0.01,tanh,128,2,70,16,0.8242009132420092
0.01,tanh,128,2,10,32,0.819634703196347
0.01,tanh,128,2,30,32,0.8378995433789954
0.01,tanh,128,2,50,32,0.8287671232876712
0.01,tanh,128,2,70,32,0.8401826484018264
0.01,tanh,128,2,10,64,0.7945205479452054
0.01,tanh,128,2,30,64,0.8356164383561644
0.01,tanh,128,2,50,64,0.8013698630136986
0.01,tanh,128,2,70,64,0.8013698630136986
0.1,tanh,128,2,10,16,0.502283105022831
0.1,tanh,128,2,30,16,0.545662100456621
0.1,tanh,128,2,50,16,0.5958904109589042
0.1,tanh,128,2,70,16,0.4931506849315068
0.1,tanh,128,2,10,32,0.5753424657534246
0.1,tanh,128,2,30,32,0.5821917808219178
0.1,tanh,128,2,50,32,0.5844748858447488
0.1,tanh,128,2,70,32,0.58675799086758
0.1,tanh,128,2,10,64,0.6301369863013698
0.1,tanh,128,2,30,64,0.6438356164383562
0.1,tanh,128,2,50,64,0.6210045662100456
0.1,tanh,128,2,70,64,0.6415525114155252
0.001,relu,256,2,10,16,0.867579908675799
0.001,relu,256,2,30,16,0.8767123287671232
0.001,relu,256,2,50,16,0.8835616438356164
0.001,relu,256,2,70,16,0.8698630136986302
0.001,relu,256,2,10,32,0.865296803652968
0.001,relu,256,2,30,32,0.8789954337899544
0.001,relu,256,2,50,32,0.8789954337899544
0.001,relu,256,2,70,32,0.8698630136986302
0.001,relu,256,2,10,64,0.8721461187214612
0.001,relu,256,2,30,64,0.867579908675799
0.001,relu,256,2,50,64,0.8538812785388128
0.001,relu,256,2,70,64,0.8584474885844748
0.01,relu,256,2,10,16,0.8858447488584474
0.01,relu,256,2,30,16,0.6027397260273972
0.01,relu,256,2,50,16,0.908675799086758
0.01,relu,256,2,70,16,0.8949771689497716
0.01,relu,256,2,10,32,0.8493150684931506
0.01,relu,256,2,30,32,0.9041095890410958
0.01,relu,256,2,50,32,0.9155251141552512
0.01,relu,256,2,70,32,0.908675799086758
0.01,relu,256,2,10,64,0.9018264840182648
0.01,relu,256,2,30,64,0.908675799086758
0.01,relu,256,2,50,64,0.8949771689497716
0.01,relu,256,2,70,64,0.8972602739726028
0.1,relu,256,2,10,16,0.0
0.1,relu,256,2,30,16,0.0
0.1,relu,256,2,50,16,0.002283105022831
0.1,relu,256,2,70,16,0.0
0.1,relu,256,2,10,32,0.0
0.1,relu,256,2,30,32,0.0
0.1,relu,256,2,50,32,0.0
0.1,relu,256,2,70,32,0.0
0.1,relu,256,2,10,64,0.0502283105022831
0.1,relu,256,2,30,64,0.0
0.1,relu,256,2,50,64,0.0045662100456621
0.1,relu,256,2,70,64,0.0091324200913242
0.001,sigmoid,256,2,10,16,0.7488584474885844
0.001,sigmoid,256,2,30,16,0.817351598173516
0.001,sigmoid,256,2,50,16,0.8356164383561644
0.001,sigmoid,256,2,70,16,0.8264840182648402
0.001,sigmoid,256,2,10,32,0.7397260273972602
0.001,sigmoid,256,2,30,32,0.8105022831050228
0.001,sigmoid,256,2,50,32,0.8082191780821918
0.001,sigmoid,256,2,70,32,0.821917808219178
0.001,sigmoid,256,2,10,64,0.6757990867579908
0.001,sigmoid,256,2,30,64,0.7808219178082192
0.001,sigmoid,256,2,50,64,0.8059360730593608
0.001,sigmoid,256,2,70,64,0.8127853881278538
0.01,sigmoid,256,2,10,16,0.8310502283105022
0.01,sigmoid,256,2,30,16,0.860730593607306
0.01,sigmoid,256,2,50,16,0.860730593607306
0.01,sigmoid,256,2,70,16,0.863013698630137
0.01,sigmoid,256,2,10,32,0.8310502283105022
0.01,sigmoid,256,2,30,32,0.8493150684931506
0.01,sigmoid,256,2,50,32,0.8470319634703196
0.01,sigmoid,256,2,70,32,0.8515981735159818
0.01,sigmoid,256,2,10,64,0.8242009132420092
0.01,sigmoid,256,2,30,64,0.8401826484018264
0.01,sigmoid,256,2,50,64,0.8333333333333334
0.01,sigmoid,256,2,70,64,0.819634703196347
0.1,sigmoid,256,2,10,16,0.4474885844748858
0.1,sigmoid,256,2,30,16,0.3059360730593607
0.1,sigmoid,256,2,50,16,0.5228310502283106
0.1,sigmoid,256,2,70,16,0.4680365296803653
0.1,sigmoid,256,2,10,32,0.4680365296803653
0.1,sigmoid,256,2,30,32,0.3310502283105023
0.1,sigmoid,256,2,50,32,0.3310502283105023
0.1,sigmoid,256,2,70,32,0.6164383561643836
0.1,sigmoid,256,2,10,64,0.5091324200913242
0.1,sigmoid,256,2,30,64,0.7442922374429224
0.1,sigmoid,256,2,50,64,0.7625570776255708
0.1,sigmoid,256,2,70,64,0.6872146118721462
0.001,tanh,256,2,10,16,0.821917808219178
0.001,tanh,256,2,30,16,0.8287671232876712
0.001,tanh,256,2,50,16,0.8082191780821918
0.001,tanh,256,2,70,16,0.8127853881278538
0.001,tanh,256,2,10,32,0.8013698630136986
0.001,tanh,256,2,30,32,0.815068493150685
0.001,tanh,256,2,50,32,0.8036529680365296
0.001,tanh,256,2,70,32,0.7922374429223744
0.001,tanh,256,2,10,64,0.776255707762557
0.001,tanh,256,2,30,64,0.7945205479452054
0.001,tanh,256,2,50,64,0.8059360730593608
0.001,tanh,256,2,70,64,0.7968036529680366
0.01,tanh,256,2,10,16,0.8082191780821918
0.01,tanh,256,2,30,16,0.8287671232876712
0.01,tanh,256,2,50,16,0.8515981735159818
0.01,tanh,256,2,70,16,0.8333333333333334
0.01,tanh,256,2,10,32,0.8424657534246576
0.01,tanh,256,2,30,32,0.8561643835616438
0.01,tanh,256,2,50,32,0.8561643835616438
0.01,tanh,256,2,70,32,0.8470319634703196
0.01,tanh,256,2,10,64,0.819634703196347
0.01,tanh,256,2,30,64,0.821917808219178
0.01,tanh,256,2,50,64,0.8264840182648402
0.01,tanh,256,2,70,64,0.8127853881278538
0.1,tanh,256,2,10,16,0.5296803652968036
0.1,tanh,256,2,30,16,0.5388127853881278
0.1,tanh,256,2,50,16,0.5388127853881278
0.1,tanh,256,2,70,16,0.5502283105022832
0.1,tanh,256,2,10,32,0.5296803652968036
0.1,tanh,256,2,30,32,0.5593607305936074
0.1,tanh,256,2,50,32,0.6118721461187214
0.1,tanh,256,2,70,32,0.6118721461187214
0.1,tanh,256,2,10,64,0.589041095890411
0.1,tanh,256,2,30,64,0.6301369863013698
0.1,tanh,256,2,50,64,0.6552511415525114
0.1,tanh,256,2,70,64,0.591324200913242
0.001,relu,512,2,10,16,0.8835616438356164
0.001,relu,512,2,30,16,0.8858447488584474
0.001,relu,512,2,50,16,0.8904109589041096
0.001,relu,512,2,70,16,0.8812785388127854
0.001,relu,512,2,10,32,0.863013698630137
0.001,relu,512,2,30,32,0.8789954337899544
0.001,relu,512,2,50,32,0.8698630136986302
0.001,relu,512,2,70,32,0.8835616438356164
0.001,relu,512,2,10,64,0.8584474885844748
0.001,relu,512,2,30,64,0.8789954337899544
0.001,relu,512,2,50,64,0.8721461187214612
0.001,relu,512,2,70,64,0.865296803652968
0.01,relu,512,2,10,16,0.9018264840182648
0.01,relu,512,2,30,16,0.906392694063927
0.01,relu,512,2,50,16,0.8378995433789954
0.01,relu,512,2,70,16,0.723744292237443
0.01,relu,512,2,10,32,0.8881278538812786
0.01,relu,512,2,30,32,0.8835616438356164
0.01,relu,512,2,50,32,0.8926940639269406
0.01,relu,512,2,70,32,0.9018264840182648
0.01,relu,512,2,10,64,0.8767123287671232
0.01,relu,512,2,30,64,0.9155251141552512
0.01,relu,512,2,50,64,0.8972602739726028
0.01,relu,512,2,70,64,0.908675799086758
0.1,relu,512,2,10,16,0.0
0.1,relu,512,2,30,16,0.0
0.1,relu,512,2,50,16,0.0
0.1,relu,512,2,70,16,0.0
0.1,relu,512,2,10,32,0.0
0.1,relu,512,2,30,32,0.0045662100456621
0.1,relu,512,2,50,32,0.0068493150684931
0.1,relu,512,2,70,32,0.0159817351598173
0.1,relu,512,2,10,64,0.0
0.1,relu,512,2,30,64,0.0182648401826484
0.1,relu,512,2,50,64,0.0
0.1,relu,512,2,70,64,0.0205479452054794
0.001,sigmoid,512,2,10,16,0.771689497716895
0.001,sigmoid,512,2,30,16,0.8264840182648402
0.001,sigmoid,512,2,50,16,0.821917808219178
0.001,sigmoid,512,2,70,16,0.8401826484018264
0.001,sigmoid,512,2,10,32,0.7077625570776256
0.001,sigmoid,512,2,30,32,0.815068493150685
0.001,sigmoid,512,2,50,32,0.8082191780821918
0.001,sigmoid,512,2,70,32,0.817351598173516
0.001,sigmoid,512,2,10,64,0.6621004566210046
0.001,sigmoid,512,2,30,64,0.7876712328767124
0.001,sigmoid,512,2,50,64,0.817351598173516
0.001,sigmoid,512,2,70,64,0.819634703196347
0.01,sigmoid,512,2,10,16,0.8264840182648402
0.01,sigmoid,512,2,30,16,0.8584474885844748
0.01,sigmoid,512,2,50,16,0.8561643835616438
0.01,sigmoid,512,2,70,16,0.8493150684931506
0.01,sigmoid,512,2,10,32,0.8333333333333334
0.01,sigmoid,512,2,30,32,0.8447488584474886
0.01,sigmoid,512,2,50,32,0.8470319634703196
0.01,sigmoid,512,2,70,32,0.8333333333333334
0.01,sigmoid,512,2,10,64,0.8127853881278538
0.01,sigmoid,512,2,30,64,0.8287671232876712
0.01,sigmoid,512,2,50,64,0.8401826484018264
0.01,sigmoid,512,2,70,64,0.8127853881278538
0.1,sigmoid,512,2,10,16,0.4657534246575342
0.1,sigmoid,512,2,30,16,0.4748858447488584
0.1,sigmoid,512,2,50,16,0.273972602739726
0.1,sigmoid,512,2,70,16,0.45662100456621
0.1,sigmoid,512,2,10,32,0.2990867579908676
0.1,sigmoid,512,2,30,32,0.6598173515981736
0.1,sigmoid,512,2,50,32,0.2579908675799087
0.1,sigmoid,512,2,70,32,0.5
0.1,sigmoid,512,2,10,64,0.410958904109589
0.1,sigmoid,512,2,30,64,0.6187214611872146
0.1,sigmoid,512,2,50,64,0.6529680365296804
0.1,sigmoid,512,2,70,64,0.5730593607305936
0.001,tanh,512,2,10,16,0.8401826484018264
0.001,tanh,512,2,30,16,0.8333333333333334
0.001,tanh,512,2,50,16,0.8447488584474886
0.001,tanh,512,2,70,16,0.8310502283105022
0.001,tanh,512,2,10,32,0.821917808219178
0.001,tanh,512,2,30,32,0.817351598173516
0.001,tanh,512,2,50,32,0.821917808219178
0.001,tanh,512,2,70,32,0.8333333333333334
0.001,tanh,512,2,10,64,0.7899543378995434
0.001,tanh,512,2,30,64,0.815068493150685
0.001,tanh,512,2,50,64,0.8264840182648402
0.001,tanh,512,2,70,64,0.8127853881278538
0.01,tanh,512,2,10,16,0.815068493150685
0.01,tanh,512,2,30,16,0.8356164383561644
0.01,tanh,512,2,50,16,0.7990867579908676
0.01,tanh,512,2,70,16,0.8378995433789954
0.01,tanh,512,2,10,32,0.8356164383561644
0.01,tanh,512,2,30,32,0.8242009132420092
0.01,tanh,512,2,50,32,0.8538812785388128
0.01,tanh,512,2,70,32,0.8378995433789954
0.01,tanh,512,2,10,64,0.819634703196347
0.01,tanh,512,2,30,64,0.8356164383561644
0.01,tanh,512,2,50,64,0.8242009132420092
0.01,tanh,512,2,70,64,0.8356164383561644
0.1,tanh,512,2,10,16,0.5319634703196348
0.1,tanh,512,2,30,16,0.4771689497716895
0.1,tanh,512,2,50,16,0.54337899543379
0.1,tanh,512,2,70,16,0.6461187214611872
0.1,tanh,512,2,10,32,0.502283105022831
0.1,tanh,512,2,30,32,0.5547945205479452
0.1,tanh,512,2,50,32,0.54337899543379
0.1,tanh,512,2,70,32,0.6073059360730594
0.1,tanh,512,2,10,64,0.502283105022831
0.1,tanh,512,2,30,64,0.6278538812785388
0.1,tanh,512,2,50,64,0.591324200913242
0.1,tanh,512,2,70,64,0.5502283105022832
0.001,relu,32,3,10,16,0.8470319634703196
0.001,relu,32,3,30,16,0.8493150684931506
0.001,relu,32,3,50,16,0.8721461187214612
0.001,relu,32,3,70,16,0.8721461187214612
0.001,relu,32,3,10,32,0.8401826484018264
0.001,relu,32,3,30,32,0.8470319634703196
0.001,relu,32,3,50,32,0.8584474885844748
0.001,relu,32,3,70,32,0.8698630136986302
0.001,relu,32,3,10,64,0.7922374429223744
0.001,relu,32,3,30,64,0.8401826484018264
0.001,relu,32,3,50,64,0.8561643835616438
0.001,relu,32,3,70,64,0.8378995433789954
0.01,relu,32,3,10,16,0.8835616438356164
0.01,relu,32,3,30,16,0.8972602739726028
0.01,relu,32,3,50,16,0.9041095890410958
0.01,relu,32,3,70,16,0.8881278538812786
0.01,relu,32,3,10,32,0.8767123287671232
0.01,relu,32,3,30,32,0.8904109589041096
0.01,relu,32,3,50,32,0.8812785388127854
0.01,relu,32,3,70,32,0.8835616438356164
0.01,relu,32,3,10,64,0.8721461187214612
0.01,relu,32,3,30,64,0.8904109589041096
0.01,relu,32,3,50,64,0.8812785388127854
0.01,relu,32,3,70,64,0.9041095890410958
0.1,relu,32,3,10,16,0.0
0.1,relu,32,3,30,16,0.0
0.1,relu,32,3,50,16,0.0
0.1,relu,32,3,70,16,0.0
0.1,relu,32,3,10,32,0.0136986301369863
0.1,relu,32,3,30,32,0.0068493150684931
0.1,relu,32,3,50,32,0.0
0.1,relu,32,3,70,32,0.0136986301369863
0.1,relu,32,3,10,64,0.2831050228310502
0.1,relu,32,3,30,64,0.0136986301369863
0.1,relu,32,3,50,64,0.2191780821917808
0.1,relu,32,3,70,64,0.0
0.001,sigmoid,32,3,10,16,0.730593607305936
0.001,sigmoid,32,3,30,16,0.7853881278538812
0.001,sigmoid,32,3,50,16,0.8036529680365296
0.001,sigmoid,32,3,70,16,0.776255707762557
0.001,sigmoid,32,3,10,32,0.7100456621004566
0.001,sigmoid,32,3,30,32,0.776255707762557
0.001,sigmoid,32,3,50,32,0.8036529680365296
0.001,sigmoid,32,3,70,32,0.8036529680365296
0.001,sigmoid,32,3,10,64,0.6621004566210046
0.001,sigmoid,32,3,30,64,0.7488584474885844
0.001,sigmoid,32,3,50,64,0.769406392694064
0.001,sigmoid,32,3,70,64,0.7968036529680366
0.01,sigmoid,32,3,10,16,0.8127853881278538
0.01,sigmoid,32,3,30,16,0.7945205479452054
0.01,sigmoid,32,3,50,16,0.8036529680365296
0.01,sigmoid,32,3,70,16,0.8356164383561644
0.01,sigmoid,32,3,10,32,0.7922374429223744
0.01,sigmoid,32,3,30,32,0.8127853881278538
0.01,sigmoid,32,3,50,32,0.8059360730593608
0.01,sigmoid,32,3,70,32,0.7945205479452054
0.01,sigmoid,32,3,10,64,0.7625570776255708
0.01,sigmoid,32,3,30,64,0.8059360730593608
0.01,sigmoid,32,3,50,64,0.815068493150685
0.01,sigmoid,32,3,70,64,0.8082191780821918
0.1,sigmoid,32,3,10,16,0.7031963470319634
0.1,sigmoid,32,3,30,16,0.6575342465753424
0.1,sigmoid,32,3,50,16,0.7146118721461188
0.1,sigmoid,32,3,70,16,0.5958904109589042
0.1,sigmoid,32,3,10,32,0.7351598173515982
0.1,sigmoid,32,3,30,32,0.7557077625570776
0.1,sigmoid,32,3,50,32,0.7031963470319634
0.1,sigmoid,32,3,70,32,0.723744292237443
0.1,sigmoid,32,3,10,64,0.7853881278538812
0.1,sigmoid,32,3,30,64,0.8082191780821918
0.1,sigmoid,32,3,50,64,0.7922374429223744
0.1,sigmoid,32,3,70,64,0.7602739726027398
0.001,tanh,32,3,10,16,0.7465753424657534
0.001,tanh,32,3,30,16,0.7648401826484018
0.001,tanh,32,3,50,16,0.769406392694064
0.001,tanh,32,3,70,16,0.7785388127853882
0.001,tanh,32,3,10,32,0.7442922374429224
0.001,tanh,32,3,30,32,0.7534246575342466
0.001,tanh,32,3,50,32,0.7579908675799086
0.001,tanh,32,3,70,32,0.7534246575342466
0.001,tanh,32,3,10,64,0.726027397260274
0.001,tanh,32,3,30,64,0.7351598173515982
0.001,tanh,32,3,50,64,0.7214611872146118
0.001,tanh,32,3,70,64,0.7374429223744292
0.01,tanh,32,3,10,16,0.815068493150685
0.01,tanh,32,3,30,16,0.8013698630136986
0.01,tanh,32,3,50,16,0.819634703196347
0.01,tanh,32,3,70,16,0.8310502283105022
0.01,tanh,32,3,10,32,0.7968036529680366
0.01,tanh,32,3,30,32,0.8378995433789954
0.01,tanh,32,3,50,32,0.7990867579908676
0.01,tanh,32,3,70,32,0.817351598173516
0.01,tanh,32,3,10,64,0.769406392694064
0.01,tanh,32,3,30,64,0.7876712328767124
0.01,tanh,32,3,50,64,0.7557077625570776
0.01,tanh,32,3,70,64,0.7945205479452054
0.1,tanh,32,3,10,16,0.5068493150684932
0.1,tanh,32,3,30,16,0.4817351598173516
0.1,tanh,32,3,50,16,0.4634703196347032
0.1,tanh,32,3,70,16,0.4794520547945205
0.1,tanh,32,3,10,32,0.5251141552511416
0.1,tanh,32,3,30,32,0.6164383561643836
0.1,tanh,32,3,50,32,0.5570776255707762
0.1,tanh,32,3,70,32,0.5547945205479452
0.1,tanh,32,3,10,64,0.58675799086758
0.1,tanh,32,3,30,64,0.636986301369863
0.1,tanh,32,3,50,64,0.6027397260273972
0.1,tanh,32,3,70,64,0.6301369863013698
0.001,relu,64,3,10,16,0.8698630136986302
0.001,relu,64,3,30,16,0.8584474885844748
0.001,relu,64,3,50,16,0.863013698630137
0.001,relu,64,3,70,16,0.8744292237442922
0.001,relu,64,3,10,32,0.860730593607306
0.001,relu,64,3,30,32,0.863013698630137
0.001,relu,64,3,50,32,0.8744292237442922
0.001,relu,64,3,70,32,0.8698630136986302
0.001,relu,64,3,10,64,0.8287671232876712
0.001,relu,64,3,30,64,0.8401826484018264
0.001,relu,64,3,50,64,0.8470319634703196
0.001,relu,64,3,70,64,0.860730593607306
0.01,relu,64,3,10,16,0.8835616438356164
0.01,relu,64,3,30,16,0.9223744292237442
0.01,relu,64,3,50,16,0.8812785388127854
