Hidden Layers,Units per Layer,Activation,Learning Rate,Batch Size,Epochs,Accuracy
1,256,sigmoid,0.1,64,10,0.6883561643835616
1,256,sigmoid,0.1,64,30,0.684931506849315
1,256,sigmoid,0.1,64,50,0.7180365296803652
1,256,sigmoid,0.1,64,70,0.7077625570776256
1,256,tanh,0.001,16,10,0.8253424657534246
1,256,tanh,0.001,16,30,0.8447488584474886
1,256,tanh,0.001,16,50,0.8595890410958904
1,256,tanh,0.001,16,70,0.8515981735159818
1,256,tanh,0.001,32,10,0.7888127853881278
1,256,tanh,0.001,32,30,0.8573059360730594
1,256,tanh,0.001,32,50,0.8481735159817352
1,256,tanh,0.001,32,70,0.8561643835616438
1,256,tanh,0.001,64,10,0.7625570776255708
1,256,tanh,0.001,64,30,0.8515981735159818
1,256,tanh,0.001,64,50,0.83675799086758
1,256,tanh,0.001,64,70,0.8470319634703196
1,256,tanh,0.01,16,10,0.841324200913242
1,256,tanh,0.01,16,30,0.8356164383561644
1,256,tanh,0.01,16,50,0.8356164383561644
1,256,tanh,0.01,16,70,0.8504566210045662
1,256,tanh,0.01,32,10,0.839041095890411
1,256,tanh,0.01,32,30,0.8550228310502284
1,256,tanh,0.01,32,50,0.8538812785388128
1,256,tanh,0.01,32,70,0.839041095890411
1,256,tanh,0.01,64,10,0.8595890410958904
1,256,tanh,0.01,64,30,0.8378995433789954
1,256,tanh,0.01,64,50,0.8515981735159818
1,256,tanh,0.01,64,70,0.8527397260273972
1,256,tanh,0.1,16,10,0.4668949771689498
1,256,tanh,0.1,16,30,0.5376712328767124
1,256,tanh,0.1,16,50,0.5742009132420092
1,256,tanh,0.1,16,70,0.5753424657534246
1,256,tanh,0.1,32,10,0.5376712328767124
1,256,tanh,0.1,32,30,0.58675799086758
1,256,tanh,0.1,32,50,0.6244292237442922
1,256,tanh,0.1,32,70,0.6255707762557078
1,256,tanh,0.1,64,10,0.5547945205479452
1,256,tanh,0.1,64,30,0.613013698630137
1,256,tanh,0.1,64,50,0.6232876712328768
1,256,tanh,0.1,64,70,0.6449771689497716
1,512,relu,0.001,16,10,0.9257990867579908
1,512,relu,0.001,16,30,0.9497716894977168
1,512,relu,0.001,16,50,0.9383561643835616
1,512,relu,0.001,16,70,0.9394977168949772
1,512,relu,0.001,32,10,0.9155251141552512
1,512,relu,0.001,32,30,0.932648401826484
1,512,relu,0.001,32,50,0.9394977168949772
1,512,relu,0.001,32,70,0.9394977168949772
1,512,relu,0.001,64,10,0.9018264840182648
1,512,relu,0.001,64,30,0.9223744292237442
1,512,relu,0.001,64,50,0.9257990867579908
1,512,relu,0.001,64,70,0.934931506849315
1,512,relu,0.01,16,10,0.910958904109589
1,512,relu,0.01,16,30,0.9075342465753424
1,512,relu,0.01,16,50,0.9166666666666666
1,512,relu,0.01,16,70,0.9121004566210046
1,512,relu,0.01,32,10,0.906392694063927
1,512,relu,0.01,32,30,0.9018264840182648
1,512,relu,0.01,32,50,0.9155251141552512
1,512,relu,0.01,32,70,0.9246575342465754
1,512,relu,0.01,64,10,0.9098173515981736
1,512,relu,0.01,64,30,0.8904109589041096
1,512,relu,0.01,64,50,0.8984018264840182
1,512,relu,0.01,64,70,0.9178082191780822
1,512,relu,0.1,16,10,0.8961187214611872
1,512,relu,0.1,16,30,0.9041095890410958
1,512,relu,0.1,16,50,0.9189497716894978
1,512,relu,0.1,16,70,0.906392694063927
1,512,relu,0.1,32,10,0.9029680365296804
1,512,relu,0.1,32,30,0.9121004566210046
1,512,relu,0.1,32,50,0.9257990867579908
1,512,relu,0.1,32,70,0.9223744292237442
1,512,relu,0.1,64,10,0.8767123287671232
1,512,relu,0.1,64,30,0.8995433789954338
1,512,relu,0.1,64,50,0.9121004566210046
1,512,relu,0.1,64,70,0.9189497716894978
1,512,sigmoid,0.001,16,10,0.7888127853881278
1,512,sigmoid,0.001,16,30,0.8767123287671232
1,512,sigmoid,0.001,16,50,0.8812785388127854
1,512,sigmoid,0.001,16,70,0.884703196347032
1,512,sigmoid,0.001,32,10,0.70662100456621
1,512,sigmoid,0.001,32,30,0.8721461187214612
1,512,sigmoid,0.001,32,50,0.8755707762557078
1,512,sigmoid,0.001,32,70,0.8835616438356164
1,512,sigmoid,0.001,64,10,0.5810502283105022
1,512,sigmoid,0.001,64,30,0.843607305936073
1,512,sigmoid,0.001,64,50,0.8732876712328768
1,512,sigmoid,0.001,64,70,0.882420091324201
1,512,sigmoid,0.01,16,10,0.8618721461187214
1,512,sigmoid,0.01,16,30,0.8789954337899544
1,512,sigmoid,0.01,16,50,0.8767123287671232
1,512,sigmoid,0.01,16,70,0.8812785388127854
1,512,sigmoid,0.01,32,10,0.8618721461187214
1,512,sigmoid,0.01,32,30,0.8664383561643836
1,512,sigmoid,0.01,32,50,0.8721461187214612
1,512,sigmoid,0.01,32,70,0.8664383561643836
1,512,sigmoid,0.01,64,10,0.8573059360730594
1,512,sigmoid,0.01,64,30,0.8538812785388128
1,512,sigmoid,0.01,64,50,0.8595890410958904
1,512,sigmoid,0.01,64,70,0.8664383561643836
1,512,sigmoid,0.1,16,10,0.5821917808219178
1,512,sigmoid,0.1,16,30,0.680365296803653
1,512,sigmoid,0.1,16,50,0.6883561643835616
1,512,sigmoid,0.1,16,70,0.6678082191780822
1,512,sigmoid,0.1,32,10,0.617579908675799
1,512,sigmoid,0.1,32,30,0.6381278538812786
1,512,sigmoid,0.1,32,50,0.6495433789954338
1,512,sigmoid,0.1,32,70,0.7248858447488584
1,512,sigmoid,0.1,64,10,0.6917808219178082
1,512,sigmoid,0.1,64,30,0.7191780821917808
1,512,sigmoid,0.1,64,50,0.7454337899543378
1,512,sigmoid,0.1,64,70,0.7214611872146118
1,512,tanh,0.001,16,10,0.8481735159817352
1,512,tanh,0.001,16,30,0.8664383561643836
1,512,tanh,0.001,16,50,0.8858447488584474
1,512,tanh,0.001,16,70,0.8789954337899544
1,512,tanh,0.001,32,10,0.8333333333333334
1,512,tanh,0.001,32,30,0.8687214611872146
1,512,tanh,0.001,32,50,0.8710045662100456
1,512,tanh,0.001,32,70,0.8812785388127854
1,512,tanh,0.001,64,10,0.8321917808219178
1,512,tanh,0.001,64,30,0.8561643835616438
1,512,tanh,0.001,64,50,0.8618721461187214
1,512,tanh,0.001,64,70,0.865296803652968
1,512,tanh,0.01,16,10,0.8401826484018264
1,512,tanh,0.01,16,30,0.8641552511415526
1,512,tanh,0.01,16,50,0.8401826484018264
1,512,tanh,0.01,16,70,0.8561643835616438
1,512,tanh,0.01,32,10,0.8573059360730594
1,512,tanh,0.01,32,30,0.8573059360730594
1,512,tanh,0.01,32,50,0.8618721461187214
1,512,tanh,0.01,32,70,0.8641552511415526
1,512,tanh,0.01,64,10,0.867579908675799
1,512,tanh,0.01,64,30,0.863013698630137
1,512,tanh,0.01,64,50,0.8710045662100456
1,512,tanh,0.01,64,70,0.8641552511415526
1,512,tanh,0.1,16,10,0.4897260273972603
1,512,tanh,0.1,16,30,0.5582191780821918
1,512,tanh,0.1,16,50,0.6267123287671232
1,512,tanh,0.1,16,70,0.6541095890410958
1,512,tanh,0.1,32,10,0.5605022831050228
1,512,tanh,0.1,32,30,0.5844748858447488
1,512,tanh,0.1,32,50,0.6210045662100456
1,512,tanh,0.1,32,70,0.6655251141552512
1,512,tanh,0.1,64,10,0.5707762557077626
1,512,tanh,0.1,64,30,0.6312785388127854
1,512,tanh,0.1,64,50,0.6301369863013698
1,512,tanh,0.1,64,70,0.6735159817351598
2,32,relu,0.001,16,10,0.886986301369863
2,32,relu,0.001,16,30,0.9052511415525114
2,32,relu,0.001,16,50,0.908675799086758
2,32,relu,0.001,16,70,0.9121004566210046
2,32,relu,0.001,32,10,0.8710045662100456
2,32,relu,0.001,32,30,0.8949771689497716
2,32,relu,0.001,32,50,0.9052511415525114
2,32,relu,0.001,32,70,0.8984018264840182
2,32,relu,0.001,64,10,0.8356164383561644
2,32,relu,0.001,64,30,0.9006849315068494
2,32,relu,0.001,64,50,0.8801369863013698
2,32,relu,0.001,64,70,0.8915525114155252
2,32,relu,0.01,16,10,0.9018264840182648
2,32,relu,0.01,16,30,0.9143835616438356
2,32,relu,0.01,16,50,0.8835616438356164
2,32,relu,0.01,16,70,0.8995433789954338
2,32,relu,0.01,32,10,0.9121004566210046
2,32,relu,0.01,32,30,0.9257990867579908
2,32,relu,0.01,32,50,0.9212328767123288
2,32,relu,0.01,32,70,0.908675799086758
2,32,relu,0.01,64,10,0.8858447488584474
2,32,relu,0.01,64,30,0.9235159817351598
2,32,relu,0.01,64,50,0.8949771689497716
2,32,relu,0.01,64,70,0.9189497716894978
2,32,relu,0.1,16,10,0.0
2,32,relu,0.1,16,30,0.0
2,32,relu,0.1,16,50,0.0
2,32,relu,0.1,16,70,0.0011415525114155
2,32,relu,0.1,32,10,0.0
2,32,relu,0.1,32,30,0.0
2,32,relu,0.1,32,50,0.0
2,32,relu,0.1,32,70,0.0
2,32,relu,0.1,64,10,0.1004566210045662
2,32,relu,0.1,64,30,0.0171232876712328
2,32,relu,0.1,64,50,0.0684931506849315
2,32,relu,0.1,64,70,0.0
2,32,sigmoid,0.001,16,10,0.6221461187214612
2,32,sigmoid,0.001,16,30,0.7842465753424658
2,32,sigmoid,0.001,16,50,0.8127853881278538
2,32,sigmoid,0.001,16,70,0.7888127853881278
2,32,sigmoid,0.001,32,10,0.5376712328767124
2,32,sigmoid,0.001,32,30,0.7614155251141552
2,32,sigmoid,0.001,32,50,0.7922374429223744
2,32,sigmoid,0.001,32,70,0.7876712328767124
2,32,sigmoid,0.001,64,10,0.5228310502283106
2,32,sigmoid,0.001,64,30,0.728310502283105
2,32,sigmoid,0.001,64,50,0.8105022831050228
2,32,sigmoid,0.001,64,70,0.8047945205479452
2,32,sigmoid,0.01,16,10,0.7785388127853882
2,32,sigmoid,0.01,16,30,0.8310502283105022
2,32,sigmoid,0.01,16,50,0.8093607305936074
2,32,sigmoid,0.01,16,70,0.8036529680365296
2,32,sigmoid,0.01,32,10,0.8253424657534246
2,32,sigmoid,0.01,32,30,0.8082191780821918
2,32,sigmoid,0.01,32,50,0.8276255707762558
2,32,sigmoid,0.01,32,70,0.8116438356164384
2,32,sigmoid,0.01,64,10,0.7648401826484018
2,32,sigmoid,0.01,64,30,0.8082191780821918
2,32,sigmoid,0.01,64,50,0.8059360730593608
2,32,sigmoid,0.01,64,70,0.791095890410959
2,32,sigmoid,0.1,16,10,0.7203196347031964
2,32,sigmoid,0.1,16,30,0.776255707762557
2,32,sigmoid,0.1,16,50,0.8264840182648402
2,32,sigmoid,0.1,16,70,0.747716894977169
2,32,sigmoid,0.1,32,10,0.7077625570776256
2,32,sigmoid,0.1,32,30,0.8013698630136986
2,32,sigmoid,0.1,32,50,0.8310502283105022
2,32,sigmoid,0.1,32,70,0.8321917808219178
2,32,sigmoid,0.1,64,10,0.7431506849315068
2,32,sigmoid,0.1,64,30,0.7865296803652968
2,32,sigmoid,0.1,64,50,0.8344748858447488
2,32,sigmoid,0.1,64,70,0.8333333333333334
2,32,tanh,0.001,16,10,0.7054794520547946
2,32,tanh,0.001,16,30,0.7568493150684932
2,32,tanh,0.001,16,50,0.7557077625570776
2,32,tanh,0.001,16,70,0.7397260273972602
2,32,tanh,0.001,32,10,0.6495433789954338
2,32,tanh,0.001,32,30,0.7180365296803652
2,32,tanh,0.001,32,50,0.7351598173515982
2,32,tanh,0.001,32,70,0.7168949771689498
2,32,tanh,0.001,64,10,0.6506849315068494
2,32,tanh,0.001,64,30,0.6986301369863014
2,32,tanh,0.001,64,50,0.6712328767123288
2,32,tanh,0.001,64,70,0.7248858447488584
2,32,tanh,0.01,16,10,0.8059360730593608
2,32,tanh,0.01,16,30,0.8093607305936074
2,32,tanh,0.01,16,50,0.8253424657534246
2,32,tanh,0.01,16,70,0.8139269406392694
2,32,tanh,0.01,32,10,0.7659817351598174
2,32,tanh,0.01,32,30,0.8242009132420092
2,32,tanh,0.01,32,50,0.7888127853881278
2,32,tanh,0.01,32,70,0.8036529680365296
2,32,tanh,0.01,64,10,0.7773972602739726
2,32,tanh,0.01,64,30,0.776255707762557
2,32,tanh,0.01,64,50,0.8070776255707762
2,32,tanh,0.01,64,70,0.7876712328767124
2,32,tanh,0.1,16,10,0.4600456621004566
2,32,tanh,0.1,16,30,0.5171232876712328
2,32,tanh,0.1,16,50,0.5114155251141552
2,32,tanh,0.1,16,70,0.5970319634703196
2,32,tanh,0.1,32,10,0.5034246575342466
2,32,tanh,0.1,32,30,0.6061643835616438
2,32,tanh,0.1,32,50,0.6255707762557078
2,32,tanh,0.1,32,70,0.6335616438356164
2,32,tanh,0.1,64,10,0.6244292237442922
2,32,tanh,0.1,64,30,0.682648401826484
2,32,tanh,0.1,64,50,0.6860730593607306
2,32,tanh,0.1,64,70,0.7134703196347032
2,64,relu,0.001,16,10,0.9041095890410958
2,64,relu,0.001,16,30,0.9098173515981736
2,64,relu,0.001,16,50,0.91324200913242
2,64,relu,0.001,16,70,0.9155251141552512
2,64,relu,0.001,32,10,0.8972602739726028
2,64,relu,0.001,32,30,0.906392694063927
2,64,relu,0.001,32,50,0.9200913242009132
2,64,relu,0.001,32,70,0.9155251141552512
2,64,relu,0.001,64,10,0.8561643835616438
2,64,relu,0.001,64,30,0.910958904109589
2,64,relu,0.001,64,50,0.9018264840182648
2,64,relu,0.001,64,70,0.9041095890410958
2,64,relu,0.01,16,10,0.8915525114155252
2,64,relu,0.01,16,30,0.9006849315068494
2,64,relu,0.01,16,50,0.9257990867579908
2,64,relu,0.01,16,70,0.9155251141552512
2,64,relu,0.01,32,10,0.9269406392694064
2,64,relu,0.01,32,30,0.9178082191780822
2,64,relu,0.01,32,50,0.9372146118721462
2,64,relu,0.01,32,70,0.9292237442922374
2,64,relu,0.01,64,10,0.8961187214611872
2,64,relu,0.01,64,30,0.928082191780822
2,64,relu,0.01,64,50,0.9360730593607306
2,64,relu,0.01,64,70,0.9315068493150684
2,64,relu,0.1,16,10,0.0
2,64,relu,0.1,16,30,0.0011415525114155
2,64,relu,0.1,16,50,0.0
2,64,relu,0.1,16,70,0.0
2,64,relu,0.1,32,10,0.0
2,64,relu,0.1,32,30,0.0
2,64,relu,0.1,32,50,0.0
2,64,relu,0.1,32,70,0.0
2,64,relu,0.1,64,10,0.0091324200913242
2,64,relu,0.1,64,30,0.0125570776255707
2,64,relu,0.1,64,50,0.0
2,64,relu,0.1,64,70,0.0
2,64,sigmoid,0.001,16,10,0.7317351598173516
2,64,sigmoid,0.001,16,30,0.841324200913242
2,64,sigmoid,0.001,16,50,0.8207762557077626
2,64,sigmoid,0.001,16,70,0.860730593607306
2,64,sigmoid,0.001,32,10,0.6438356164383562
2,64,sigmoid,0.001,32,30,0.8184931506849316
2,64,sigmoid,0.001,32,50,0.8458904109589042
2,64,sigmoid,0.001,32,70,0.8287671232876712
2,64,sigmoid,0.001,64,10,0.541095890410959
2,64,sigmoid,0.001,64,30,0.8105022831050228
2,64,sigmoid,0.001,64,50,0.8116438356164384
2,64,sigmoid,0.001,64,70,0.8276255707762558
2,64,sigmoid,0.01,16,10,0.8515981735159818
2,64,sigmoid,0.01,16,30,0.8493150684931506
2,64,sigmoid,0.01,16,50,0.8344748858447488
2,64,sigmoid,0.01,16,70,0.8732876712328768
2,64,sigmoid,0.01,32,10,0.8481735159817352
2,64,sigmoid,0.01,32,30,0.843607305936073
2,64,sigmoid,0.01,32,50,0.8310502283105022
2,64,sigmoid,0.01,32,70,0.8595890410958904
2,64,sigmoid,0.01,64,10,0.8344748858447488
2,64,sigmoid,0.01,64,30,0.83675799086758
2,64,sigmoid,0.01,64,50,0.8447488584474886
2,64,sigmoid,0.01,64,70,0.8550228310502284
2,64,sigmoid,0.1,16,10,0.66324200913242
2,64,sigmoid,0.1,16,30,0.7945205479452054
2,64,sigmoid,0.1,16,50,0.7545662100456622
2,64,sigmoid,0.1,16,70,0.7751141552511416
2,64,sigmoid,0.1,32,10,0.7317351598173516
2,64,sigmoid,0.1,32,30,0.7751141552511416
2,64,sigmoid,0.1,32,50,0.8333333333333334
2,64,sigmoid,0.1,32,70,0.8059360730593608
2,64,sigmoid,0.1,64,10,0.5251141552511416
2,64,sigmoid,0.1,64,30,0.6757990867579908
2,64,sigmoid,0.1,64,50,0.8036529680365296
2,64,sigmoid,0.1,64,70,0.797945205479452
2,64,tanh,0.001,16,10,0.7579908675799086
2,64,tanh,0.001,16,30,0.7773972602739726
2,64,tanh,0.001,16,50,0.8162100456621004
2,64,tanh,0.001,16,70,0.8047945205479452
2,64,tanh,0.001,32,10,0.7420091324200914
2,64,tanh,0.001,32,30,0.7511415525114156
2,64,tanh,0.001,32,50,0.776255707762557
2,64,tanh,0.001,32,70,0.769406392694064
2,64,tanh,0.001,64,10,0.7248858447488584
2,64,tanh,0.001,64,30,0.7488584474885844
2,64,tanh,0.001,64,50,0.769406392694064
2,64,tanh,0.001,64,70,0.7659817351598174
2,64,tanh,0.01,16,10,0.7853881278538812
2,64,tanh,0.01,16,30,0.8162100456621004
2,64,tanh,0.01,16,50,0.8356164383561644
2,64,tanh,0.01,16,70,0.8344748858447488
2,64,tanh,0.01,32,10,0.8082191780821918
2,64,tanh,0.01,32,30,0.8299086757990868
2,64,tanh,0.01,32,50,0.8481735159817352
2,64,tanh,0.01,32,70,0.8344748858447488
2,64,tanh,0.01,64,10,0.7876712328767124
2,64,tanh,0.01,64,30,0.8082191780821918
2,64,tanh,0.01,64,50,0.8264840182648402
2,64,tanh,0.01,64,70,0.8207762557077626
2,64,tanh,0.1,16,10,0.339041095890411
2,64,tanh,0.1,16,30,0.4166666666666667
2,64,tanh,0.1,16,50,0.4520547945205479
2,64,tanh,0.1,16,70,0.5353881278538812
2,64,tanh,0.1,32,10,0.5273972602739726
2,64,tanh,0.1,32,30,0.5
2,64,tanh,0.1,32,50,0.5856164383561644
2,64,tanh,0.1,32,70,0.5605022831050228
2,64,tanh,0.1,64,10,0.5365296803652968
2,64,tanh,0.1,64,30,0.6118721461187214
2,64,tanh,0.1,64,50,0.6712328767123288
2,64,tanh,0.1,64,70,0.7134703196347032
2,128,relu,0.001,16,10,0.934931506849315
2,128,relu,0.001,16,30,0.9212328767123288
2,128,relu,0.001,16,50,0.9269406392694064
2,128,relu,0.001,16,70,0.9246575342465754
2,128,relu,0.001,32,10,0.9018264840182648
2,128,relu,0.001,32,30,0.9200913242009132
2,128,relu,0.001,32,50,0.9178082191780822
2,128,relu,0.001,32,70,0.9200913242009132
2,128,relu,0.001,64,10,0.9052511415525114
2,128,relu,0.001,64,30,0.9041095890410958
2,128,relu,0.001,64,50,0.9200913242009132
2,128,relu,0.001,64,70,0.9143835616438356
2,128,relu,0.01,16,10,0.9200913242009132
2,128,relu,0.01,16,30,0.9052511415525114
2,128,relu,0.01,16,50,0.928082191780822
2,128,relu,0.01,16,70,0.8995433789954338
2,128,relu,0.01,32,10,0.91324200913242
2,128,relu,0.01,32,30,0.9178082191780822
2,128,relu,0.01,32,50,0.9212328767123288
2,128,relu,0.01,32,70,0.9337899543378996
2,128,relu,0.01,64,10,0.9235159817351598
2,128,relu,0.01,64,30,0.9257990867579908
2,128,relu,0.01,64,50,0.9223744292237442
2,128,relu,0.01,64,70,0.9452054794520548
2,128,relu,0.1,16,10,0.0011415525114155
2,128,relu,0.1,16,30,0.0
2,128,relu,0.1,16,50,0.0
2,128,relu,0.1,16,70,0.0
2,128,relu,0.1,32,10,0.0
2,128,relu,0.1,32,30,0.0
2,128,relu,0.1,32,50,0.0
2,128,relu,0.1,32,70,0.0
2,128,relu,0.1,64,10,0.0
2,128,relu,0.1,64,30,0.0
2,128,relu,0.1,64,50,0.0
2,128,relu,0.1,64,70,0.0
2,128,sigmoid,0.001,16,10,0.8310502283105022
2,128,sigmoid,0.001,16,30,0.8550228310502284
2,128,sigmoid,0.001,16,50,0.8732876712328768
2,128,sigmoid,0.001,16,70,0.8755707762557078
2,128,sigmoid,0.001,32,10,0.7602739726027398
2,128,sigmoid,0.001,32,30,0.860730593607306
