Hidden Layers,Units per Layer,Activation,Learning Rate,Batch Size,Epochs,Accuracy
2,128,sigmoid,0.001,32,50,0.8801369863013698
2,128,sigmoid,0.001,32,70,0.8778538812785388
2,128,sigmoid,0.001,64,10,0.615296803652968
2,128,sigmoid,0.001,64,30,0.8641552511415526
2,128,sigmoid,0.001,64,50,0.8538812785388128
2,128,sigmoid,0.001,64,70,0.8470319634703196
2,128,sigmoid,0.01,16,10,0.8904109589041096
2,128,sigmoid,0.01,16,30,0.9052511415525114
2,128,sigmoid,0.01,16,50,0.906392694063927
2,128,sigmoid,0.01,16,70,0.8995433789954338
2,128,sigmoid,0.01,32,10,0.882420091324201
2,128,sigmoid,0.01,32,30,0.8926940639269406
2,128,sigmoid,0.01,32,50,0.9006849315068494
2,128,sigmoid,0.01,32,70,0.8732876712328768
2,128,sigmoid,0.01,64,10,0.8595890410958904
2,128,sigmoid,0.01,64,30,0.8732876712328768
2,128,sigmoid,0.01,64,50,0.8835616438356164
2,128,sigmoid,0.01,64,70,0.8664383561643836
2,128,sigmoid,0.1,16,10,0.5159817351598174
2,128,sigmoid,0.1,16,30,0.6974885844748858
2,128,sigmoid,0.1,16,50,0.4600456621004566
2,128,sigmoid,0.1,16,70,0.5707762557077626
2,128,sigmoid,0.1,32,10,0.1552511415525114
2,128,sigmoid,0.1,32,30,0.5742009132420092
2,128,sigmoid,0.1,32,50,0.5148401826484018
2,128,sigmoid,0.1,32,70,0.6678082191780822
2,128,sigmoid,0.1,64,10,0.7271689497716894
2,128,sigmoid,0.1,64,30,0.0
2,128,sigmoid,0.1,64,50,0.7488584474885844
2,128,sigmoid,0.1,64,70,0.656392694063927
2,128,tanh,0.001,16,10,0.8207762557077626
2,128,tanh,0.001,16,30,0.817351598173516
2,128,tanh,0.001,16,50,0.8230593607305936
2,128,tanh,0.001,16,70,0.8310502283105022
2,128,tanh,0.001,32,10,0.8036529680365296
2,128,tanh,0.001,32,30,0.817351598173516
2,128,tanh,0.001,32,50,0.839041095890411
2,128,tanh,0.001,32,70,0.8242009132420092
2,128,tanh,0.001,64,10,0.7831050228310502
2,128,tanh,0.001,64,30,0.797945205479452
2,128,tanh,0.001,64,50,0.7922374429223744
2,128,tanh,0.001,64,70,0.791095890410959
2,128,tanh,0.01,16,10,0.797945205479452
2,128,tanh,0.01,16,30,0.8310502283105022
2,128,tanh,0.01,16,50,0.839041095890411
2,128,tanh,0.01,16,70,0.839041095890411
2,128,tanh,0.01,32,10,0.8276255707762558
2,128,tanh,0.01,32,30,0.8550228310502284
2,128,tanh,0.01,32,50,0.8447488584474886
2,128,tanh,0.01,32,70,0.8401826484018264
2,128,tanh,0.01,64,10,0.8356164383561644
2,128,tanh,0.01,64,30,0.8584474885844748
2,128,tanh,0.01,64,50,0.860730593607306
2,128,tanh,0.01,64,70,0.8356164383561644
2,128,tanh,0.1,16,10,0.4041095890410959
2,128,tanh,0.1,16,30,0.4075342465753425
2,128,tanh,0.1,16,50,0.4646118721461187
2,128,tanh,0.1,16,70,0.4589041095890411
2,128,tanh,0.1,32,10,0.4406392694063927
2,128,tanh,0.1,32,30,0.4440639269406393
2,128,tanh,0.1,32,50,0.4771689497716895
2,128,tanh,0.1,32,70,0.4657534246575342
2,128,tanh,0.1,64,10,0.5171232876712328
2,128,tanh,0.1,64,30,0.5662100456621004
2,128,tanh,0.1,64,50,0.5844748858447488
2,128,tanh,0.1,64,70,0.591324200913242
2,256,relu,0.001,16,10,0.9212328767123288
2,256,relu,0.001,16,30,0.9223744292237442
2,256,relu,0.001,16,50,0.9212328767123288
2,256,relu,0.001,16,70,0.9223744292237442
2,256,relu,0.001,32,10,0.9200913242009132
2,256,relu,0.001,32,30,0.9223744292237442
2,256,relu,0.001,32,50,0.9200913242009132
2,256,relu,0.001,32,70,0.9235159817351598
2,256,relu,0.001,64,10,0.908675799086758
2,256,relu,0.001,64,30,0.9189497716894978
2,256,relu,0.001,64,50,0.9189497716894978
2,256,relu,0.001,64,70,0.9166666666666666
2,256,relu,0.01,16,10,0.886986301369863
2,256,relu,0.01,16,30,0.8470319634703196
2,256,relu,0.01,16,50,0.8641552511415526
2,256,relu,0.01,16,70,0.9189497716894978
2,256,relu,0.01,32,10,0.9166666666666666
2,256,relu,0.01,32,30,0.9269406392694064
2,256,relu,0.01,32,50,0.9200913242009132
2,256,relu,0.01,32,70,0.9178082191780822
2,256,relu,0.01,64,10,0.9143835616438356
2,256,relu,0.01,64,30,0.9155251141552512
2,256,relu,0.01,64,50,0.9269406392694064
2,256,relu,0.01,64,70,0.934931506849315
2,256,relu,0.1,16,10,0.0034246575342465
2,256,relu,0.1,16,30,0.0
2,256,relu,0.1,16,50,0.0034246575342465
2,256,relu,0.1,16,70,0.0
2,256,relu,0.1,32,10,0.0
2,256,relu,0.1,32,30,0.0
2,256,relu,0.1,32,50,0.0
2,256,relu,0.1,32,70,0.0
2,256,relu,0.1,64,10,0.0
2,256,relu,0.1,64,30,0.0
2,256,relu,0.1,64,50,0.0
2,256,relu,0.1,64,70,0.0
2,256,sigmoid,0.001,16,10,0.8687214611872146
2,256,sigmoid,0.001,16,30,0.9052511415525114
2,256,sigmoid,0.001,16,50,0.8938356164383562
2,256,sigmoid,0.001,16,70,0.884703196347032
2,256,sigmoid,0.001,32,10,0.843607305936073
2,256,sigmoid,0.001,32,30,0.8972602739726028
2,256,sigmoid,0.001,32,50,0.8995433789954338
2,256,sigmoid,0.001,32,70,0.9052511415525114
2,256,sigmoid,0.001,64,10,0.728310502283105
2,256,sigmoid,0.001,64,30,0.8710045662100456
2,256,sigmoid,0.001,64,50,0.8812785388127854
2,256,sigmoid,0.001,64,70,0.8778538812785388
2,256,sigmoid,0.01,16,10,0.8835616438356164
2,256,sigmoid,0.01,16,30,0.9143835616438356
2,256,sigmoid,0.01,16,50,0.9235159817351598
2,256,sigmoid,0.01,16,70,0.9143835616438356
2,256,sigmoid,0.01,32,10,0.8995433789954338
2,256,sigmoid,0.01,32,30,0.9052511415525114
2,256,sigmoid,0.01,32,50,0.91324200913242
2,256,sigmoid,0.01,32,70,0.8995433789954338
2,256,sigmoid,0.01,64,10,0.8881278538812786
2,256,sigmoid,0.01,64,30,0.8949771689497716
2,256,sigmoid,0.01,64,50,0.867579908675799
2,256,sigmoid,0.01,64,70,0.8732876712328768
2,256,sigmoid,0.1,16,10,0.4691780821917808
2,256,sigmoid,0.1,16,30,0.4691780821917808
2,256,sigmoid,0.1,16,50,0.3321917808219178
2,256,sigmoid,0.1,16,70,0.3287671232876712
2,256,sigmoid,0.1,32,10,0.1541095890410959
2,256,sigmoid,0.1,32,30,0.613013698630137
2,256,sigmoid,0.1,32,50,0.5125570776255708
2,256,sigmoid,0.1,32,70,0.4863013698630137
2,256,sigmoid,0.1,64,10,0.2340182648401826
2,256,sigmoid,0.1,64,30,0.3424657534246575
2,256,sigmoid,0.1,64,50,0.6198630136986302
2,256,sigmoid,0.1,64,70,0.5422374429223744
2,256,tanh,0.001,16,10,0.8378995433789954
2,256,tanh,0.001,16,30,0.8470319634703196
2,256,tanh,0.001,16,50,0.8515981735159818
2,256,tanh,0.001,16,70,0.860730593607306
2,256,tanh,0.001,32,10,0.8276255707762558
2,256,tanh,0.001,32,30,0.8504566210045662
2,256,tanh,0.001,32,50,0.841324200913242
2,256,tanh,0.001,32,70,0.8470319634703196
2,256,tanh,0.001,64,10,0.8082191780821918
2,256,tanh,0.001,64,30,0.8356164383561644
2,256,tanh,0.001,64,50,0.8310502283105022
2,256,tanh,0.001,64,70,0.8299086757990868
2,256,tanh,0.01,16,10,0.8162100456621004
2,256,tanh,0.01,16,30,0.795662100456621
2,256,tanh,0.01,16,50,0.8139269406392694
2,256,tanh,0.01,16,70,0.7876712328767124
2,256,tanh,0.01,32,10,0.8310502283105022
2,256,tanh,0.01,32,30,0.8618721461187214
2,256,tanh,0.01,32,50,0.8595890410958904
2,256,tanh,0.01,32,70,0.8573059360730594
2,256,tanh,0.01,64,10,0.7888127853881278
2,256,tanh,0.01,64,30,0.867579908675799
2,256,tanh,0.01,64,50,0.882420091324201
2,256,tanh,0.01,64,70,0.8721461187214612
2,256,tanh,0.1,16,10,0.3835616438356164
2,256,tanh,0.1,16,30,0.3687214611872146
2,256,tanh,0.1,16,50,0.4143835616438356
2,256,tanh,0.1,16,70,0.4954337899543379
2,256,tanh,0.1,32,10,0.4589041095890411
2,256,tanh,0.1,32,30,0.4509132420091324
2,256,tanh,0.1,32,50,0.4634703196347032
2,256,tanh,0.1,32,70,0.5205479452054794
2,256,tanh,0.1,64,10,0.4600456621004566
2,256,tanh,0.1,64,30,0.5399543378995434
2,256,tanh,0.1,64,50,0.5399543378995434
2,256,tanh,0.1,64,70,0.4577625570776256
2,512,relu,0.001,16,10,0.932648401826484
2,512,relu,0.001,16,30,0.9372146118721462
2,512,relu,0.001,16,50,0.9452054794520548
2,512,relu,0.001,16,70,0.9372146118721462
2,512,relu,0.001,32,10,0.9235159817351598
2,512,relu,0.001,32,30,0.9257990867579908
2,512,relu,0.001,32,50,0.932648401826484
2,512,relu,0.001,32,70,0.9257990867579908
2,512,relu,0.001,64,10,0.9178082191780822
2,512,relu,0.001,64,30,0.9269406392694064
2,512,relu,0.001,64,50,0.9257990867579908
2,512,relu,0.001,64,70,0.9235159817351598
2,512,relu,0.01,16,10,0.8698630136986302
2,512,relu,0.01,16,30,0.928082191780822
2,512,relu,0.01,16,50,0.8858447488584474
2,512,relu,0.01,16,70,0.8949771689497716
2,512,relu,0.01,32,10,0.930365296803653
2,512,relu,0.01,32,30,0.9212328767123288
2,512,relu,0.01,32,50,0.9041095890410958
2,512,relu,0.01,32,70,0.9189497716894978
2,512,relu,0.01,64,10,0.930365296803653
2,512,relu,0.01,64,30,0.9406392694063926
2,512,relu,0.01,64,50,0.9417808219178082
2,512,relu,0.01,64,70,0.9383561643835616
2,512,relu,0.1,16,10,0.0
2,512,relu,0.1,16,30,0.0
2,512,relu,0.1,16,50,0.0
2,512,relu,0.1,16,70,0.0
2,512,relu,0.1,32,10,0.0
2,512,relu,0.1,32,30,0.0011415525114155
2,512,relu,0.1,32,50,0.0011415525114155
2,512,relu,0.1,32,70,0.0
2,512,relu,0.1,64,10,0.0
2,512,relu,0.1,64,30,0.0034246575342465
2,512,relu,0.1,64,50,0.0
2,512,relu,0.1,64,70,0.0
2,512,sigmoid,0.001,16,10,0.8858447488584474
2,512,sigmoid,0.001,16,30,0.9189497716894978
2,512,sigmoid,0.001,16,50,0.9098173515981736
2,512,sigmoid,0.001,16,70,0.9257990867579908
2,512,sigmoid,0.001,32,10,0.8721461187214612
2,512,sigmoid,0.001,32,30,0.9052511415525114
2,512,sigmoid,0.001,32,50,0.9121004566210046
2,512,sigmoid,0.001,32,70,0.9143835616438356
2,512,sigmoid,0.001,64,10,0.8105022831050228
2,512,sigmoid,0.001,64,30,0.8915525114155252
2,512,sigmoid,0.001,64,50,0.9029680365296804
2,512,sigmoid,0.001,64,70,0.9075342465753424
2,512,sigmoid,0.01,16,10,0.8538812785388128
2,512,sigmoid,0.01,16,30,0.906392694063927
2,512,sigmoid,0.01,16,50,0.8995433789954338
2,512,sigmoid,0.01,16,70,0.8904109589041096
2,512,sigmoid,0.01,32,10,0.8904109589041096
2,512,sigmoid,0.01,32,30,0.8801369863013698
2,512,sigmoid,0.01,32,50,0.9018264840182648
2,512,sigmoid,0.01,32,70,0.8972602739726028
2,512,sigmoid,0.01,64,10,0.8504566210045662
2,512,sigmoid,0.01,64,30,0.9178082191780822
2,512,sigmoid,0.01,64,50,0.8778538812785388
2,512,sigmoid,0.01,64,70,0.884703196347032
2,512,sigmoid,0.1,16,10,0.1289954337899543
2,512,sigmoid,0.1,16,30,0.3253424657534247
2,512,sigmoid,0.1,16,50,0.4394977168949772
2,512,sigmoid,0.1,16,70,0.0
2,512,sigmoid,0.1,32,10,0.3424657534246575
2,512,sigmoid,0.1,32,30,0.454337899543379
2,512,sigmoid,0.1,32,50,0.0
2,512,sigmoid,0.1,32,70,0.2568493150684932
2,512,sigmoid,0.1,64,10,0.3538812785388128
2,512,sigmoid,0.1,64,30,0.58675799086758
2,512,sigmoid,0.1,64,50,0.5821917808219178
2,512,sigmoid,0.1,64,70,0.5102739726027398
2,512,tanh,0.001,16,10,0.8687214611872146
2,512,tanh,0.001,16,30,0.884703196347032
2,512,tanh,0.001,16,50,0.8835616438356164
2,512,tanh,0.001,16,70,0.8904109589041096
2,512,tanh,0.001,32,10,0.8561643835616438
2,512,tanh,0.001,32,30,0.8835616438356164
2,512,tanh,0.001,32,50,0.8835616438356164
2,512,tanh,0.001,32,70,0.8710045662100456
2,512,tanh,0.001,64,10,0.860730593607306
2,512,tanh,0.001,64,30,0.8698630136986302
2,512,tanh,0.001,64,50,0.8744292237442922
2,512,tanh,0.001,64,70,0.8664383561643836
2,512,tanh,0.01,16,10,0.773972602739726
2,512,tanh,0.01,16,30,0.7728310502283106
2,512,tanh,0.01,16,50,0.7591324200913242
2,512,tanh,0.01,16,70,0.7751141552511416
2,512,tanh,0.01,32,10,0.839041095890411
2,512,tanh,0.01,32,30,0.8504566210045662
2,512,tanh,0.01,32,50,0.865296803652968
2,512,tanh,0.01,32,70,0.8664383561643836
2,512,tanh,0.01,64,10,0.8732876712328768
2,512,tanh,0.01,64,30,0.8698630136986302
2,512,tanh,0.01,64,50,0.884703196347032
2,512,tanh,0.01,64,70,0.889269406392694
2,512,tanh,0.1,16,10,0.4657534246575342
2,512,tanh,0.1,16,30,0.4440639269406393
2,512,tanh,0.1,16,50,0.4977168949771689
2,512,tanh,0.1,16,70,0.4646118721461187
2,512,tanh,0.1,32,10,0.4098173515981735
2,512,tanh,0.1,32,30,0.5136986301369864
2,512,tanh,0.1,32,50,0.4497716894977169
2,512,tanh,0.1,32,70,0.4554794520547945
2,512,tanh,0.1,64,10,0.4577625570776256
2,512,tanh,0.1,64,30,0.4805936073059361
2,512,tanh,0.1,64,50,0.4828767123287671
2,512,tanh,0.1,64,70,0.5102739726027398
3,32,relu,0.001,16,10,0.860730593607306
3,32,relu,0.001,16,30,0.8984018264840182
3,32,relu,0.001,16,50,0.8972602739726028
3,32,relu,0.001,16,70,0.8732876712328768
3,32,relu,0.001,32,10,0.8527397260273972
3,32,relu,0.001,32,30,0.8789954337899544
3,32,relu,0.001,32,50,0.884703196347032
3,32,relu,0.001,32,70,0.8961187214611872
3,32,relu,0.001,64,10,0.8447488584474886
3,32,relu,0.001,64,30,0.8755707762557078
3,32,relu,0.001,64,50,0.8881278538812786
3,32,relu,0.001,64,70,0.9006849315068494
3,32,relu,0.01,16,10,0.8972602739726028
3,32,relu,0.01,16,30,0.9098173515981736
3,32,relu,0.01,16,50,0.8961187214611872
3,32,relu,0.01,16,70,0.928082191780822
3,32,relu,0.01,32,10,0.9166666666666666
3,32,relu,0.01,32,30,0.908675799086758
3,32,relu,0.01,32,50,0.930365296803653
3,32,relu,0.01,32,70,0.9257990867579908
3,32,relu,0.01,64,10,0.9098173515981736
3,32,relu,0.01,64,30,0.910958904109589
3,32,relu,0.01,64,50,0.9178082191780822
3,32,relu,0.01,64,70,0.9292237442922374
3,32,relu,0.1,16,10,0.0
3,32,relu,0.1,16,30,0.0
3,32,relu,0.1,16,50,0.0
3,32,relu,0.1,16,70,0.0
3,32,relu,0.1,32,10,0.0
3,32,relu,0.1,32,30,0.0
3,32,relu,0.1,32,50,0.0
3,32,relu,0.1,32,70,0.0
3,32,relu,0.1,64,10,0.5753424657534246
3,32,relu,0.1,64,30,0.0011415525114155
3,32,relu,0.1,64,50,0.0
3,32,relu,0.1,64,70,0.0
3,32,sigmoid,0.001,16,10,0.6232876712328768
3,32,sigmoid,0.001,16,30,0.8025114155251142
3,32,sigmoid,0.001,16,50,0.8447488584474886
3,32,sigmoid,0.001,16,70,0.815068493150685
3,32,sigmoid,0.001,32,10,0.6084474885844748
3,32,sigmoid,0.001,32,30,0.7922374429223744
3,32,sigmoid,0.001,32,50,0.8253424657534246
3,32,sigmoid,0.001,32,70,0.8276255707762558
3,32,sigmoid,0.001,64,10,0.5251141552511416
3,32,sigmoid,0.001,64,30,0.7865296803652968
3,32,sigmoid,0.001,64,50,0.791095890410959
3,32,sigmoid,0.001,64,70,0.817351598173516
3,32,sigmoid,0.01,16,10,0.821917808219178
3,32,sigmoid,0.01,16,30,0.8561643835616438
3,32,sigmoid,0.01,16,50,0.8470319634703196
3,32,sigmoid,0.01,16,70,0.8481735159817352
3,32,sigmoid,0.01,32,10,0.7888127853881278
3,32,sigmoid,0.01,32,30,0.8047945205479452
3,32,sigmoid,0.01,32,50,0.8207762557077626
3,32,sigmoid,0.01,32,70,0.8573059360730594
3,32,sigmoid,0.01,64,10,0.7990867579908676
3,32,sigmoid,0.01,64,30,0.8047945205479452
3,32,sigmoid,0.01,64,50,0.8162100456621004
3,32,sigmoid,0.01,64,70,0.8162100456621004
3,32,sigmoid,0.1,16,10,0.632420091324201
3,32,sigmoid,0.1,16,30,0.6404109589041096
3,32,sigmoid,0.1,16,50,0.1267123287671233
3,32,sigmoid,0.1,16,70,0.3687214611872146
3,32,sigmoid,0.1,32,10,0.545662100456621
3,32,sigmoid,0.1,32,30,0.478310502283105
3,32,sigmoid,0.1,32,50,0.7408675799086758
3,32,sigmoid,0.1,32,70,0.6381278538812786
3,32,sigmoid,0.1,64,10,0.7488584474885844
3,32,sigmoid,0.1,64,30,0.678082191780822
3,32,sigmoid,0.1,64,50,0.795662100456621
3,32,sigmoid,0.1,64,70,0.8230593607305936
3,32,tanh,0.001,16,10,0.7534246575342466
3,32,tanh,0.001,16,30,0.7899543378995434
3,32,tanh,0.001,16,50,0.7420091324200914
3,32,tanh,0.001,16,70,0.7671232876712328
3,32,tanh,0.001,32,10,0.702054794520548
3,32,tanh,0.001,32,30,0.7625570776255708
3,32,tanh,0.001,32,50,0.7465753424657534
3,32,tanh,0.001,32,70,0.7271689497716894
3,32,tanh,0.001,64,10,0.658675799086758
3,32,tanh,0.001,64,30,0.7009132420091324
3,32,tanh,0.001,64,50,0.7180365296803652
3,32,tanh,0.001,64,70,0.7248858447488584
3,32,tanh,0.01,16,10,0.8287671232876712
3,32,tanh,0.01,16,30,0.841324200913242
3,32,tanh,0.01,16,50,0.8424657534246576
3,32,tanh,0.01,16,70,0.8287671232876712
3,32,tanh,0.01,32,10,0.8127853881278538
3,32,tanh,0.01,32,30,0.8162100456621004
3,32,tanh,0.01,32,50,0.819634703196347
3,32,tanh,0.01,32,70,0.841324200913242
3,32,tanh,0.01,64,10,0.8105022831050228
3,32,tanh,0.01,64,30,0.8287671232876712
3,32,tanh,0.01,64,50,0.8321917808219178
3,32,tanh,0.01,64,70,0.8333333333333334
3,32,tanh,0.1,16,10,0.3093607305936073
3,32,tanh,0.1,16,30,0.3607305936073059
3,32,tanh,0.1,16,50,0.2979452054794521
3,32,tanh,0.1,16,70,0.3367579908675799
3,32,tanh,0.1,32,10,0.3801369863013699
3,32,tanh,0.1,32,30,0.3527397260273973
3,32,tanh,0.1,32,50,0.4063926940639269
3,32,tanh,0.1,32,70,0.4349315068493151
3,32,tanh,0.1,64,10,0.5742009132420092
3,32,tanh,0.1,64,30,0.4748858447488584
3,32,tanh,0.1,64,50,0.5319634703196348
3,32,tanh,0.1,64,70,0.5068493150684932
3,64,relu,0.001,16,10,0.9029680365296804
3,64,relu,0.001,16,30,0.9041095890410958
3,64,relu,0.001,16,50,0.8972602739726028
3,64,relu,0.001,16,70,0.8995433789954338
3,64,relu,0.001,32,10,0.8801369863013698
3,64,relu,0.001,32,30,0.9006849315068494
3,64,relu,0.001,32,50,0.8984018264840182
3,64,relu,0.001,32,70,0.8972602739726028
3,64,relu,0.001,64,10,0.8915525114155252
3,64,relu,0.001,64,30,0.8881278538812786
3,64,relu,0.001,64,50,0.906392694063927
3,64,relu,0.001,64,70,0.8995433789954338
3,64,relu,0.01,16,10,0.9246575342465754
3,64,relu,0.01,16,30,0.9178082191780822
